FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr,FundingInstrumentGa
Programmes,1952710,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Programmes,2431232,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Programmes,1943938,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Programmes,1669157,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Programmes,1833992,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Programmes,2056597,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Programmes,704038,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Programmes,2676885,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Programmes,1954229,Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT),Investigator Initiated Clinical Trials (IICT)
Careers,448025,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,599709,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,600000,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,599999,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,596282,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,600000,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,597031,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,335063,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,337320,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,600000,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Careers,600000,Practice-to-Science,Practice-to-Science,Practice-to-Science,Practice-to-Science
Projects,258263,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Neurodegenerative Diseases
Projects,338680,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Neurodegenerative Diseases
Projects,303837,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial),Neurodegenerative Diseases
Programmes,248005,ERA-NET,ERA-NET,ERA-NET,ERA-NET NEURON
